25926,0,0,1,12,26,111,13,16,34,3,1,14,10,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
25927,328,108,8,0,11,105,11,128,119,8,1,52,124,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,49,0
25928,152,105,1,12,7,93,49,3,65,6,1,10,15,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25929,0,0,4,0,114,174,115,50,154,8,1,107,87,0,0,0,0,138,0,0,0,0,0,0,0,0,78,0,0,0,0,0
25930,323,108,3,0,31,72,14,1,73,79,141,45,31,0,0,0,72,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0
25931,0,0,1,12,1,141,2,10,17,8,1,35,40,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25932,0,0,1,11,23,116,11,85,16,6,1,33,81,0,200,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
25933,0,0,1,11,8,85,7,14,40,2,1,30,19,0,200,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
25934,133,104,1,11,1,48,9,8,32,1,1,24,13,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25935,336,108,7,0,5,88,11,84,126,7,1,13,98,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,56,0,0
25936,118,103,1,11,5,86,9,9,20,1,1,22,11,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25937,0,0,2,0,76,76,98,61,60,57,98,98,102,0,0,4,50,39,0,0,7,12,0,0,0,39,13,0,0,2,0,0
25938,0,0,6,0,140,115,200,18,101,2,1,189,71,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,98,0,0,0
25939,342,108,1,12,44,106,63,39,32,3,1,30,10,0,200,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0
25940,0,0,1,12,1,101,11,29,40,6,1,1,20,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25941,131,104,1,11,16,80,32,12,118,6,1,28,11,0,200,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
25942,0,0,8,0,27,102,26,140,134,3,1,40,114,0,0,0,0,0,0,0,0,125,15,0,0,0,0,0,0,0,64,11
25943,0,0,5,0,96,111,127,15,105,3,1,126,89,0,0,0,0,0,82,0,0,0,0,0,0,0,0,37,0,0,0,0
25944,333,108,6,0,88,111,174,18,112,4,1,134,103,0,0,0,0,0,39,63,0,0,0,0,0,0,0,18,23,0,0,0
25945,99,103,1,12,51,126,15,93,35,8,1,4,32,0,200,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0
25946,157,105,9,0,13,109,8,64,196,3,1,41,131,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,49
25947,343,108,9,11,24,168,14,40,149,4,1,83,73,0,88,0,0,0,0,0,0,0,54,52,0,0,0,0,0,0,0,12
25948,0,0,1,11,24,101,5,1,50,2,1,37,62,0,200,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0
25949,335,108,1,11,23,99,16,33,58,7,1,8,14,0,200,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
25950,335,108,1,12,1,94,11,41,103,2,1,27,14,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25951,0,0,9,0,11,49,7,63,138,6,1,20,90,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,27
25952,126,104,1,12,50,143,19,27,57,3,1,1,78,0,200,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0
25953,326,108,4,12,150,69,83,107,29,2,1,118,139,0,0,0,0,100,0,0,0,0,0,0,0,0,65,0,0,0,0,0
25954,0,0,2,0,18,55,22,11,56,94,134,83,46,0,0,43,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
25955,104,103,1,11,21,144,11,18,18,2,1,14,14,0,200,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
25956,0,0,9,0,26,88,13,125,113,6,1,49,127,0,0,0,0,0,0,0,0,33,112,0,0,0,0,0,0,0,13,69
25957,0,0,2,0,34,67,4,16,71,91,123,62,93,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25958,0,0,8,12,1,60,8,115,114,4,1,128,98,0,104,0,0,0,0,0,0,98,36,0,0,0,0,0,0,0,28,20
25959,0,0,1,12,17,79,23,62,25,7,1,40,39,0,200,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0
25960,0,0,1,12,1,59,2,1,60,7,1,42,15,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25961,0,0,1,12,26,122,14,8,77,1,1,52,40,0,200,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
25962,0,0,1,12,51,117,1,15,62,2,1,21,21,0,200,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0
25963,168,105,9,0,50,118,9,100,180,1,1,42,72,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,51
25964,0,0,1,12,26,102,7,73,63,8,1,58,28,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
25965,0,0,9,0,93,90,64,108,121,4,1,55,108,0,0,0,0,0,0,0,0,80,48,0,0,0,0,0,0,0,18,26
25966,0,0,8,0,124,116,97,151,115,2,1,63,127,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,63,0
25967,0,0,2,12,31,56,20,22,60,88,174,56,8,0,101,46,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
25968,122,104,1,12,12,94,42,36,28,8,1,51,39,0,200,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
25969,348,108,5,11,36,113,87,12,119,2,1,111,87,0,81,0,0,0,64,0,0,0,0,61,0,0,0,9,0,0,0,0
25970,0,0,7,0,44,127,24,65,160,3,1,45,103,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,44,0,0
25971,328,108,1,12,24,131,45,1,50,4,1,38,19,0,200,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0
25972,170,105,6,0,183,136,201,11,140,4,1,200,201,0,0,0,0,0,127,145,0,0,0,0,0,0,0,116,145,0,0,0
25973,0,0,1,12,11,122,9,4,42,1,1,40,44,0,200,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0
25974,327,108,1,12,16,60,1,120,123,1,1,26,22,0,200,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
25975,0,0,1,12,15,88,6,9,83,7,1,38,33,0,200,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0
25976,0,0,9,0,88,94,81,103,86,7,1,75,90,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,55
25977,0,0,1,12,27,122,36,66,68,7,1,67,25,0,200,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0
25978,326,108,9,0,32,170,7,78,195,8,1,38,118,0,0,0,0,0,0,0,49,0,101,0,0,0,0,0,0,27,0,56
25979,0,0,4,12,97,73,150,9,41,1,1,103,83,0,103,0,0,53,0,5,0,0,26,123,0,0,27,0,2,0,0,0
25980,328,108,1,12,16,184,4,29,34,4,1,52,46,0,200,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
25981,151,105,7,0,15,81,32,92,111,3,1,30,88,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,51,0,0
25982,0,0,1,12,1,62,11,1,58,8,2,79,45,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25983,330,108,7,0,81,145,78,95,180,2,1,69,98,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,95,0,0
25984,0,0,1,12,5,140,2,26,59,3,1,23,23,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25985,0,0,1,12,10,83,11,15,18,2,1,17,16,0,200,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
25986,0,0,4,0,115,65,99,25,33,8,1,110,108,0,0,0,0,98,40,0,0,0,0,0,0,0,50,0,0,0,0,0
25987,114,103,1,12,18,117,9,32,30,3,1,12,8,0,200,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
25988,0,0,1,11,15,81,15,45,14,9,1,21,29,0,200,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
25989,327,108,1,11,3,139,10,47,45,1,1,63,64,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25990,0,0,1,11,49,30,32,54,19,4,1,22,25,0,200,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0
25991,345,108,3,0,65,108,74,13,92,83,64,84,84,0,0,0,63,9,0,0,0,0,0,0,0,41,2,0,0,0,0,0
25992,0,0,1,11,20,84,3,65,20,1,1,9,32,0,200,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
25993,0,0,1,11,10,34,28,19,41,2,1,34,68,0,200,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
25994,170,105,2,0,30,31,16,13,16,68,168,51,61,0,0,56,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
