12800,0,0,5,0,76,195,58,1,183,13,1,76,58,0,0,0,0,0,81,0,0,0,0,0,0,0,0,46,0,0,0,0
12801,6,100,2,0,1,48,19,1,22,119,108,24,21,0,0,200,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
12802,0,0,4,0,121,98,81,1,58,1,1,126,81,0,0,0,0,37,101,0,0,0,0,0,0,0,20,44,0,0,0,0
12803,0,0,4,0,97,88,130,49,92,2,1,126,93,0,0,0,192,25,0,200,0,0,0,0,0,163,13,0,64,0,0,0
12804,0,0,2,0,1,64,3,1,65,107,135,19,20,0,0,64,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
12805,199,106,1,12,10,115,19,15,39,6,1,30,1,0,200,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
12806,0,0,8,0,94,31,85,123,112,3,1,77,194,0,0,0,0,188,0,0,0,200,165,0,0,0,62,0,0,0,83,109
12807,0,0,5,0,60,144,197,10,117,3,1,130,82,0,0,0,0,24,197,9,0,0,0,0,0,0,12,102,0,0,0,0
12808,0,0,2,0,1,34,18,1,27,92,98,22,56,0,0,81,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0
12809,0,0,1,11,1,159,9,1,29,8,1,5,30,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12810,0,0,1,13,29,120,6,5,39,3,1,51,64,0,200,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
12812,0,0,3,0,4,105,20,25,145,6,1,29,196,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
12814,0,0,2,12,1,77,9,1,91,150,101,16,15,0,0,66,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
12815,0,0,3,0,1,3,11,1,38,1,1,21,22,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
12816,0,0,9,0,94,48,75,123,130,8,1,71,62,0,0,0,0,40,0,0,0,0,125,0,0,0,12,0,0,0,0,74
12817,0,0,3,0,8,88,52,1,56,2,1,90,35,0,0,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0
12818,15,100,8,0,57,68,8,150,145,8,1,127,146,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,125,0
12820,0,0,6,0,119,149,157,1,90,1,1,119,70,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,98,0,0,0
12821,247,106,1,11,5,118,32,1,69,2,1,20,49,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12822,199,106,1,12,18,86,5,1,27,7,1,28,10,0,200,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
12823,0,0,2,0,1,71,11,1,78,107,135,46,11,0,0,114,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
12824,175,105,4,0,131,148,182,99,111,7,1,143,102,0,0,0,0,200,0,197,0,0,0,0,0,0,162,0,123,0,0,0
12825,0,0,7,0,1,8,9,88,79,8,1,37,127,0,0,0,0,0,0,0,145,45,0,0,0,0,0,0,0,69,0,0
12826,239,106,7,0,100,47,73,94,91,4,1,69,134,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,26,0,0
12827,239,106,9,0,32,144,7,72,153,6,2,20,54,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,20
12828,12,100,7,0,1,17,33,69,100,2,1,23,123,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,77,0,0
12829,0,0,7,0,60,22,84,117,122,3,1,90,154,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,143,68,0
12830,243,106,7,0,78,112,58,111,137,1,1,52,46,0,0,0,13,0,0,0,17,17,0,0,0,8,0,0,0,10,4,0
12831,0,0,1,11,1,126,10,8,18,7,1,24,30,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12832,199,106,1,12,19,84,15,3,97,2,1,23,43,0,200,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0
12833,199,106,3,12,2,83,26,1,65,1,1,31,8,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12834,0,0,5,0,73,173,116,1,143,1,1,107,88,0,0,0,0,20,200,36,0,0,0,0,0,0,8,113,0,0,0,0
12835,237,106,3,0,37,25,7,13,87,1,2,53,20,0,0,0,62,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
12836,243,106,2,0,42,91,3,34,96,100,103,17,21,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12837,197,106,7,0,34,82,11,55,80,81,81,56,73,0,0,7,10,0,0,0,52,0,0,0,0,3,0,0,0,12,0,0
12838,162,105,3,0,87,99,145,85,72,3,1,149,139,0,0,0,200,0,0,200,0,0,0,0,0,190,0,0,67,0,0,0
12839,0,0,5,0,18,189,30,1,164,3,1,124,12,0,0,0,0,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0
12840,0,0,2,0,20,70,39,3,94,124,104,25,79,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12841,0,0,6,0,97,117,194,57,88,1,1,105,149,0,0,0,0,0,25,200,0,0,0,0,0,0,0,12,81,0,0,0
12842,0,0,4,0,105,31,199,32,9,4,1,132,127,0,0,0,0,137,0,0,0,0,0,0,0,0,92,0,0,0,0,0
12843,19,100,4,0,60,181,81,1,130,19,1,98,116,0,0,0,0,31,200,0,0,0,0,0,0,0,8,105,0,0,0,0
12844,0,0,1,11,1,69,10,1,19,4,1,11,47,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12845,237,106,6,0,130,153,129,29,143,4,1,96,187,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,39,0,0,0
12846,243,106,1,12,25,95,89,49,48,8,3,8,48,0,200,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
12847,0,0,9,0,8,151,23,100,198,8,1,19,74,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,79
12848,0,0,1,11,1,88,11,1,19,6,1,17,21,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12849,197,106,1,13,18,83,14,30,38,1,1,14,23,0,200,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
12850,197,106,1,11,15,105,34,11,22,2,1,46,39,0,200,0,0,0,0,0,0,0,9,67,0,0,0,0,0,0,0,0
12851,0,0,1,13,7,87,2,34,14,1,1,33,19,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12852,236,106,7,0,18,54,72,72,64,74,89,42,41,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12854,0,0,7,0,70,46,9,75,116,7,1,80,126,0,0,0,0,0,0,0,200,0,14,0,0,0,0,0,0,88,0,5
12855,197,106,1,11,1,93,11,7,24,3,1,33,58,0,200,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0
12856,236,106,1,12,32,102,4,54,47,8,1,28,17,0,200,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
