28766,28,-100,1,11,0,141,0,0,0,179,0,0,52,179,182,73,72,36,0,0.0000,0,0,0,0,0,0,0,1,52,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28767,6,-100,5,0,174,664,96,198,0,0,0,0,1,1,435,150,164,29,0,0.0000,0,0,0,0,0,0,164,1,1,143,144,144,146,143,143,143,143,0.0000,0.0000,400.0000,20,20
28768,22,-100,4,0,285,548,196,309,0,0,0,0,1,1,417,259,297,135,13,0.0000,0,0,0,0,0,0,271,1,1,234,234,243,234,234,234,234,234,0.0000,0.0000,400.0000,20,20
28769,25,-100,5,0,132,644,54,145,0,0,0,0,1,1,386,164,185,27,1,0.0000,0,0,0,0,0,0,119,1,1,108,108,108,109,108,108,108,108,0.0000,0.0000,400.0000,20,20
28770,36,101,7,0,693,697,736,680,0,0,0,0,1,1,622,272,262,29,0,-2.6687,681,449,0,100,38,0,643,1,1,549,584,549,549,549,595,549,574,0.0000,0.0000,633.7812,20,20
28771,19,-100,2,0,128,580,172,117,0,0,0,0,1,1,353,181,170,6,0,0.0000,0,0,0,0,0,0,125,1,1,107,105,105,105,105,105,105,105,0.0000,0.0000,400.0000,20,20
28772,16,-100,1,11,1,298,1,1,0,665,0,0,38,665,352,103,116,40,1,0.0000,0,0,0,0,0,0,1,1,38,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28773,22,-100,1,11,0,29,0,0,0,137,0,0,6,331,169,69,75,7,0,0.0000,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28774,18,-100,2,0,1,502,1,1,0,0,0,0,1,1,275,120,119,13,0,0.0000,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28775,108,103,1,12,0,33,0,0,0,517,0,0,310,517,414,75,75,30,0,-9.2606,0,0,0,0,0,0,0,310,106,1,1,1,1,1,1,1,1,0.0000,0.0000,613.5243,20,20
28776,7,-100,6,0,274,719,179,305,0,0,0,0,1,1,508,190,213,45,1,0.0000,0,0,0,0,0,0,246,1,1,225,225,228,225,230,225,225,225,0.0000,0.0000,400.0000,20,22
28777,9,-100,9,0,122,656,145,110,0,0,0,0,1,1,297,151,147,46,1,0.0000,0,0,0,0,0,0,100,1,1,100,100,100,100,100,100,100,100,0.0000,0.0000,400.0000,20,20
28778,10,-100,1,11,0,111,0,0,0,375,0,0,23,375,212,74,76,20,0,0.0000,0,0,0,0,0,0,0,1,23,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28779,15,-100,6,0,222,539,242,215,0,0,0,0,1,1,411,339,330,151,20,0.0000,0,0,0,0,0,0,215,1,1,182,182,184,182,188,182,182,182,0.0000,0.0000,400.0000,20,20
28780,22,-100,1,11,0,476,0,0,0,0,0,0,37,114,222,120,119,15,0,0.0000,0,0,0,0,0,0,0,1,37,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28781,10,-100,1,11,0,21,0,0,0,118,0,0,71,118,191,65,71,19,0,0.0000,0,0,0,0,0,0,0,1,71,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28782,23,-100,1,11,0,253,1,0,0,442,0,0,67,442,255,104,103,7,0,0.0000,0,0,0,0,0,0,0,1,67,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28783,27,-100,8,0,133,743,141,133,0,0,0,0,1,1,452,310,308,161,26,0.0000,0,0,0,0,0,0,121,1,1,109,109,109,109,109,109,110,109,0.0000,0.0000,400.0000,20,24
28784,9,-100,1,11,0,272,0,0,0,191,0,0,45,390,218,77,81,26,0,0.0000,0,0,0,0,0,0,0,1,45,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28785,11,-100,1,11,0,234,0,0,0,242,0,0,86,242,213,87,85,1,0,0.0000,0,0,0,0,0,0,0,1,86,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28786,1,-100,8,0,347,1140,368,340,0,0,0,0,1,1,736,307,301,150,19,0.0000,0,0,0,0,0,0,296,1,1,284,284,284,284,284,284,287,284,0.0000,0.0000,400.0000,20,55
28787,9,-100,1,11,116,397,65,128,0,331,0,0,61,331,218,150,160,13,0,0.0000,0,0,0,0,0,0,95,1,61,95,95,95,95,95,95,95,95,0.0000,0.0000,400.0000,20,20
28788,3,-100,1,11,0,243,0,0,0,0,0,0,29,1,123,136,136,18,0,0.0000,0,0,0,0,0,0,0,1,29,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28789,30,-100,1,11,0,84,0,0,0,0,0,0,10,132,71,77,78,14,0,0.0000,0,0,0,0,0,0,0,1,10,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28790,166,105,9,0,269,872,291,256,0,0,0,0,1,1,447,242,237,139,11,-5.0526,174,0,0,31,0,0,221,1,1,195,195,195,195,195,195,195,195,0.0000,0.0000,571.1786,20,21
28791,6,-100,8,0,236,657,242,235,0,0,0,0,1,1,451,249,247,134,13,0.0000,0,0,0,0,0,0,197,1,1,194,194,194,194,194,194,194,194,0.0000,0.0000,400.0000,20,20
28792,7,-100,5,0,1,565,1,1,0,0,0,0,1,1,326,128,129,39,1,0.0000,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28793,5,-100,1,11,0,128,0,0,0,138,0,0,42,360,201,68,68,4,0,0.0000,0,0,0,0,0,0,0,1,42,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28794,20,-100,2,0,0,335,20,0,0,0,0,0,1,1,183,144,135,24,0,0.0000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28795,9,-100,1,11,0,329,0,0,0,0,0,0,61,246,182,130,130,11,0,0.0000,0,0,0,0,0,0,0,1,61,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28796,5,-100,1,11,0,33,0,0,0,151,0,0,100,362,231,63,63,12,0,0.0000,0,0,0,0,0,0,0,1,100,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28797,19,-100,8,0,60,502,101,52,0,0,0,0,1,1,300,208,197,110,14,0.0000,0,0,0,0,0,0,53,1,1,50,50,50,50,50,50,50,50,0.0000,0.0000,400.0000,20,20
28798,25,-100,5,0,59,718,60,59,0,0,0,0,1,1,394,148,148,53,1,0.0000,0,0,0,0,0,0,51,1,1,49,49,49,49,49,49,49,49,0.0000,0.0000,400.0000,20,20
28799,10,-100,1,11,0,246,0,0,0,108,0,0,37,342,190,78,90,19,0,0.0000,0,0,0,0,0,0,0,1,37,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28800,8,-100,8,0,238,727,148,267,0,0,0,0,1,1,460,259,303,125,12,0.0000,0,0,0,0,0,0,196,1,1,195,195,195,195,195,195,195,195,0.0000,0.0000,400.0000,20,20
28801,14,-100,1,11,0,2,0,0,0,0,0,0,15,216,116,72,71,3,0,0.0000,0,0,0,0,0,0,0,1,15,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28802,13,-100,1,11,0,0,0,0,0,169,0,0,58,379,219,59,61,25,0,0.0000,0,0,0,0,0,0,0,1,58,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28803,27,-100,4,0,1,500,1,1,0,0,0,0,1,1,246,120,119,86,3,0.0000,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28804,30,-100,6,0,110,619,26,125,0,0,0,0,1,1,422,170,190,131,6,0.0000,0,0,0,0,0,0,107,1,1,90,90,90,90,91,90,90,90,0.0000,0.0000,400.0000,20,20
28805,9,-100,3,0,127,720,145,118,0,0,0,0,1,1,323,196,190,102,4,0.0000,0,0,0,0,0,0,104,1,1,104,104,104,104,104,104,104,104,0.0000,0.0000,400.0000,20,20
28806,3,-100,2,0,0,543,0,0,0,0,0,0,1,1,301,109,116,35,0,0.0000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28807,3,-100,8,0,369,1088,257,406,0,0,0,0,1,1,726,342,400,156,23,0.0000,0,0,0,0,0,0,315,1,1,302,303,302,302,302,306,306,304,0.0000,0.0000,400.0000,20,51
28808,1,-100,4,0,198,659,212,188,0,0,0,0,1,1,430,255,248,118,7,0.0000,0,0,0,0,0,0,175,1,1,162,162,164,162,162,162,162,162,0.0000,0.0000,400.0000,20,20
28809,19,-100,1,11,0,361,1,0,0,139,0,0,57,355,206,127,120,5,0,0.0000,0,0,0,0,0,0,0,1,57,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28810,21,-100,1,11,0,249,0,0,0,347,0,0,52,347,220,96,91,6,0,0.0000,0,0,0,0,0,0,0,1,52,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28811,19,-100,1,11,50,366,65,42,0,0,0,0,37,245,175,154,150,21,0,0.0000,0,0,0,0,0,0,41,1,37,41,41,41,41,41,41,41,41,0.0000,0.0000,400.0000,20,20
28812,1,-100,8,0,134,575,167,122,0,0,0,0,1,1,359,218,209,119,9,0.0000,0,0,0,0,0,0,119,1,1,110,110,110,110,110,110,111,110,0.0000,0.0000,400.0000,20,20
28813,25,-100,1,11,0,118,0,0,0,0,0,0,48,259,154,77,85,16,0,0.0000,0,0,0,0,0,0,0,1,48,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28814,156,105,2,0,242,674,132,282,0,0,0,0,1,1,479,162,201,41,1,-0.7512,344,0,0,22,0,0,249,1,1,233,221,221,221,221,221,221,221,0.0000,0.0000,645.5845,20,20
28815,25,-100,3,0,171,704,143,181,0,0,0,0,1,1,407,154,160,5,0,0.0000,0,0,0,0,0,0,146,1,1,140,140,140,140,140,140,140,140,0.0000,0.0000,400.0000,20,20
28816,30,-100,8,0,185,710,153,195,0,0,0,0,1,1,452,199,206,93,6,0.0000,0,0,0,0,0,0,160,1,1,152,152,152,152,152,153,153,152,0.0000,0.0000,400.0000,20,20
28817,13,-100,1,11,80,409,12,93,0,0,0,0,32,158,184,144,161,55,0,0.0000,0,0,0,0,0,0,66,1,32,66,66,66,66,66,66,66,66,0.0000,0.0000,400.0000,20,20
28818,18,-100,5,0,97,667,97,97,0,0,0,0,1,1,399,158,158,47,1,0.0000,0,0,0,0,0,0,90,1,1,80,80,80,80,80,80,80,80,0.0000,0.0000,400.0000,20,20
28819,28,-100,9,0,267,788,172,301,0,0,0,0,1,1,508,234,277,143,8,0.0000,0,0,0,0,0,0,228,1,1,219,219,219,219,219,219,219,221,0.0000,0.0000,400.0000,20,22
28820,12,-100,8,0,198,665,196,198,0,0,0,0,1,1,357,229,230,117,6,0.0000,0,0,0,0,0,0,162,1,1,162,162,162,162,162,162,162,162,0.0000,0.0000,400.0000,20,20
28821,21,-100,1,11,0,0,0,0,0,541,0,0,178,575,377,66,66,23,0,0.0000,0,0,0,0,0,0,0,1,178,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28822,7,-100,2,0,0,597,0,0,0,0,0,0,1,1,320,126,122,32,0,0.0000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28823,162,105,3,0,298,653,318,291,0,0,0,0,1,1,495,326,310,137,14,-4.6206,0,0,0,0,0,0,245,1,1,244,244,244,244,244,244,244,244,0.0000,0.0000,610.7685,20,20
28824,8,-100,5,0,74,536,104,68,0,0,0,0,1,1,302,157,150,25,1,0.0000,0,0,0,0,0,0,62,1,1,61,61,61,61,61,61,61,61,0.0000,0.0000,400.0000,20,20
28825,29,-100,6,0,122,703,81,130,0,0,0,0,1,1,431,221,234,133,13,0.0000,0,0,0,0,0,0,101,1,1,100,100,100,100,100,100,100,100,0.0000,0.0000,400.0000,20,20
28826,14,-100,1,11,0,191,0,0,0,20,0,0,52,20,165,76,76,1,0,0.0000,0,0,0,0,0,0,0,1,52,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28827,2,-100,5,0,61,713,92,57,0,0,0,0,1,1,406,166,158,68,3,0.0000,0,0,0,0,0,0,54,1,1,50,50,50,50,50,50,50,50,0.0000,0.0000,400.0000,20,22
28828,8,-100,8,0,112,601,121,107,0,0,0,0,1,1,377,230,226,156,14,0.0000,0,0,0,0,0,0,105,1,1,92,92,92,92,92,92,93,92,0.0000,0.0000,400.0000,20,20
28829,7,-100,1,11,0,251,0,0,0,26,0,0,4,271,138,89,96,6,0,0.0000,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28830,25,-100,2,0,309,801,259,327,0,0,0,0,1,1,569,177,184,23,0,0.0000,0,0,0,0,0,0,317,1,1,270,253,253,253,253,253,253,253,0.0000,0.0000,400.0000,20,32
28831,3,-100,5,0,29,779,65,20,0,0,0,0,1,1,426,146,138,49,1,0.0000,0,0,0,0,0,0,26,1,1,24,24,24,24,24,24,24,24,0.0000,0.0000,400.0000,20,28
28832,21,-100,1,11,0,145,0,0,0,636,0,0,93,636,365,80,80,15,0,0.0000,0,0,0,0,0,0,0,1,93,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28833,4,-100,1,11,0,67,0,0,0,214,0,0,19,214,165,72,71,18,0,0.0000,0,0,0,0,0,0,0,1,19,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28834,7,-100,1,11,0,176,0,0,0,278,0,0,1,400,201,79,79,19,0,0.0000,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.0000,0.0000,400.0000,20,20
28835,114,103,1,11,0,62,0,0,0,246,0,0,333,246,341,83,81,18,0,-8.8942,0,0,0,0,0,0,0,333,117,1,1,1,1,1,1,1,1,0.0000,0.0000,559.1992,20,20
28836,8,-100,1,11,97,505,106,91,0,131,0,0,87,361,274,156,154,37,0,0.0000,0,0,0,0,0,0,80,1,87,80,80,80,80,80,80,80,80,0.0000,0.0000,400.0000,20,20
28837,17,-100,4,0,21,634,30,20,0,0,0,0,1,1,343,182,180,124,11,0.0000,0,0,0,0,0,0,19,1,1,18,18,18,18,18,18,18,18,0.0000,0.0000,400.0000,20,20
