22302,328,108,3,0,1,2,17,30,26,15,1,2,18,30,26,15,1,2,17,30,26,15,1,1,17,30,26,15,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,3,1,47,1
22303,53,101,7,0,1,1,16,30,26,15,1,1,16,30,26,15,1,1,15,30,26,15,1,1,15,30,26,15,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,3,1,45,6
22304,141,104,3,0,1,2,21,30,26,15,1,2,20,30,26,15,1,2,22,30,26,15,1,1,20,30,26,15,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,3,1,50,2
22305,115,103,1,12,117,26,62,2,11,6,122,30,66,2,11,6,110,24,56,2,11,6,177,91,81,1,6,6,124,0,0,0,0,34,107,0,0,0,0,0,160,0,0,0,0,18,143,0,0,0,0,0,16,4,155,55,3
22306,84,102,1,11,46,57,60,1,14,4,45,57,60,1,14,4,48,57,59,1,14,4,106,120,113,0,7,4,0,80,62,0,0,30,0,0,0,76,0,0,0,123,128,0,0,123,0,0,0,119,0,0,11,4,92,62,113
22307,0,0,1,12,22,13,13,1,13,4,21,13,12,1,13,4,23,13,13,1,13,4,65,21,14,1,7,4,52,36,0,0,0,35,0,0,0,0,0,0,83,76,0,0,0,94,0,0,0,0,0,0,6,4,120,41,115
22308,0,0,1,12,17,6,17,1,18,5,18,6,18,1,18,5,16,6,16,1,18,5,58,63,16,1,9,5,36,29,0,0,32,1,0,0,0,0,0,0,56,76,0,0,62,70,0,0,0,0,0,0,5,3,147,44,157
22309,342,108,2,0,1,1,17,30,26,15,1,1,18,30,26,15,1,1,17,30,26,15,1,1,16,30,26,15,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,3,1,46,1
22310,0,0,1,12,29,5,19,1,14,3,35,5,21,1,14,3,24,5,17,1,14,3,58,52,18,1,7,3,58,50,0,0,0,6,0,0,0,0,0,0,73,94,0,0,0,5,0,0,0,0,0,0,6,3,110,48,106
22311,129,104,1,12,57,18,74,1,12,2,58,18,76,1,12,2,56,18,71,1,12,2,99,34,127,1,6,5,118,0,0,0,0,37,0,0,0,0,0,0,150,0,0,0,0,85,0,0,0,0,0,0,15,3,110,59,34
22312,0,0,2,0,1,3,12,30,26,15,1,3,13,30,26,15,1,3,12,30,26,15,1,1,12,30,26,15,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,2,4,1,41,1
22313,0,0,3,12,12,6,16,1,20,3,12,6,16,1,20,3,12,6,16,1,20,3,27,63,16,1,10,3,20,0,27,0,0,38,0,29,0,0,0,0,42,0,63,0,0,98,0,44,0,0,0,0,2,3,149,45,59
