18253,2032,23,0,100,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,1,0.0000
18253,2033,23,0,100,1,1,0,3,2,1,4,15,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.0097,1,0.1115
18253,2033,23,0,100,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,1,0.0000
18253,2033,23,0,100,1,3,0,2,1,1,3,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0.0000,1,0.0000
18254,2025,225,0,106,11,1,0,154,41,53,179,660,37,37,11,1,0,32,22,0,0,20,2,10,2,0,3,0,-0.2811,0,-0.5643
18254,2026,225,0,106,11,1,0,35,8,11,46,187,12,7,0,0,0,5,5,0,0,10,0,0,1,0,0,0,-0.0245,0,-0.1811
18254,2027,225,0,106,11,1,0,109,31,32,141,558,34,32,4,0,0,21,14,0,0,27,1,3,2,1,2,0,0.5408,0,-0.0086
18254,2031,0,0,0,10,1,0,256,68,53,299,0,59,59,9,0,5,46,45,5,2,35,0,0,3,3,2,0,0.0000,0,0.7835
18254,2032,0,0,0,10,1,0,254,60,54,289,0,57,57,7,0,4,52,37,4,1,30,0,0,1,2,2,0,0.0000,0,-0.0532
18255,2026,231,0,106,11,1,0,12,0,10,12,48,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392,1,-0.3344
18256,2025,231,0,106,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
18256,2026,231,0,106,11,1,0,158,51,37,172,577,32,32,5,0,1,42,38,0,0,11,1,4,1,0,2,0,0.3434,0,-0.5946
18256,2034,16,0,100,1,1,0,15,1,7,19,62,11,8,0,0,0,1,0,0,0,0,0,0,4,0,0,0,-0.4642,1,-0.3741
18256,2034,16,0,100,1,3,0,10,1,5,13,0,6,5,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.0000,1,0.0000
18256,2034,16,0,100,1,2,0,5,0,2,6,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0000,1,0.0000
18259,2025,231,0,106,11,1,0,162,49,32,199,752,40,40,10,0,7,39,31,1,2,28,1,1,0,2,7,0,2.1746,0,0.4808
18259,2026,231,0,106,11,1,0,167,60,46,225,936,40,40,13,0,5,50,44,1,0,41,2,3,0,1,16,0,2.4422,0,1.3294
18259,2027,231,0,106,11,1,0,171,58,41,217,884,40,39,9,0,9,46,51,4,1,34,1,5,0,7,5,0,1.5155,0,0.9128
18259,2028,157,0,105,6,1,0,39,13,2,43,150,13,9,0,0,0,5,2,0,0,4,0,0,0,0,0,0,0.0463,0,0.1848
18259,2029,157,0,105,6,1,0,224,57,33,238,788,56,54,9,3,6,25,30,0,1,10,0,4,0,3,1,0,-0.7913,0,0.1579
18259,2030,128,0,104,5,1,0,172,43,28,193,697,48,44,5,1,3,18,22,1,2,17,1,3,0,2,2,0,-0.2256,0,0.4478
18259,2031,128,0,104,5,1,0,230,68,27,251,916,59,56,6,6,2,23,26,2,1,21,2,1,0,0,0,0,0.4254,0,1.1346
18259,2032,96,0,103,4,1,0,271,77,37,294,1070,71,66,13,2,5,39,32,0,1,21,0,5,0,1,1,0,-0.1876,0,1.1297
18259,2033,67,0,102,3,1,0,252,68,32,298,1129,74,70,10,4,1,30,33,0,0,44,2,9,0,2,0,0,-0.5165,0,1.2681
18259,2034,67,0,102,3,1,0,331,105,48,381,1438,96,85,16,2,6,45,45,1,0,44,2,6,0,4,2,0,0.2355,0,1.7743
18259,2034,67,0,102,3,3,0,233,75,34,264,0,85,54,11,1,2,29,29,0,0,27,1,4,0,2,2,0,0.0000,0,0.0000
18259,2034,67,0,102,3,2,0,98,30,14,117,0,51,31,5,1,4,16,16,0,0,17,1,2,0,2,0,0,0.0000,0,0.0000
18260,2025,231,0,106,11,1,0,70,19,19,91,350,22,19,1,4,2,22,12,0,0,19,2,0,0,0,2,0,0.3229,0,0.2350
18260,2026,231,0,106,11,1,0,135,40,41,166,673,31,31,7,5,3,42,41,3,0,31,2,6,0,0,0,0,0.5326,0,0.1115
18260,2027,231,0,106,11,1,0,137,50,33,160,691,33,32,12,1,2,32,35,5,0,22,0,1,0,1,0,0,1.2280,0,0.7720
18260,2028,162,0,105,6,1,0,3,0,0,3,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0015,0,-0.0679
18260,2029,152,0,105,6,1,0,20,5,2,20,68,8,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0.0614,0,-0.0704
18260,2030,144,0,104,5,1,0,180,44,33,206,765,52,52,11,2,0,22,25,4,0,24,1,4,0,2,0,0,-0.0089,0,0.6666
18260,2031,144,0,104,5,1,0,131,41,22,147,621,35,35,8,1,1,21,18,3,0,16,1,2,0,0,0,0,0.5444,0,0.8931
18260,2031,93,0,103,4,1,0,20,5,1,24,77,6,6,2,0,0,3,3,0,0,3,0,1,0,1,0,0,0.0056,0,0.0660
18260,2032,93,0,103,4,1,0,226,62,29,270,998,65,64,19,7,3,40,35,4,3,42,0,2,0,1,0,1,2.0399,0,1.9785
18260,2033,93,0,103,4,1,0,129,44,11,159,663,39,37,6,2,3,21,18,1,1,29,0,1,0,1,0,0,1.0110,0,1.8217
18260,2033,81,0,102,3,1,0,3,2,0,3,8,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,-0.0007,0,0.1289
18260,2034,35,0,101,2,1,0,250,48,51,286,1150,76,71,6,5,3,24,27,0,0,35,1,6,0,1,0,0,-0.3054,0,0.2989
18260,2034,35,0,101,2,3,0,195,36,39,215,0,67,58,5,5,2,17,16,0,0,20,0,6,0,0,0,0,0.0000,0,0.0000
18260,2034,35,0,101,2,2,0,55,12,12,71,0,38,13,1,0,1,7,11,0,0,15,1,0,0,1,0,0,0.0000,0,0.0000
18263,2025,241,0,106,11,1,0,167,61,37,218,871,40,40,18,1,5,54,44,0,1,45,0,8,0,1,5,0,1.0597,0,1.7659
18263,2026,241,0,106,11,1,0,170,50,40,211,811,40,40,11,0,7,44,41,0,0,37,0,9,0,1,3,0,-0.0351,0,0.1440
18263,2027,241,0,106,11,1,0,170,50,50,196,803,40,40,14,0,5,38,40,0,0,25,1,3,0,1,0,0,0.7888,0,-0.0365
18263,2029,329,0,108,10,1,0,3,0,1,3,15,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0007,0,-0.0660
18263,2030,329,0,108,10,1,0,5,2,1,6,25,5,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0.0044,0,0.0665
18263,2031,329,0,108,10,1,0,48,14,9,53,187,15,12,2,0,1,3,4,0,0,4,2,1,0,1,0,0,-0.3236,0,0.1337
18265,2027,238,0,106,11,1,0,5,2,1,5,15,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0492,1,0.0004
18266,2025,238,0,106,11,1,0,10,2,4,10,32,4,1,0,0,1,2,5,0,0,0,0,0,0,0,0,0,-0.2791,0,-0.0813
18266,2026,238,0,106,11,1,0,7,6,0,9,31,5,0,0,0,0,6,8,0,0,2,0,0,0,0,0,0,0.3845,0,0.2617
18266,2027,238,0,106,11,1,0,94,29,20,114,452,26,21,8,0,0,18,23,0,0,19,1,3,0,1,0,0,1.0203,0,0.0768
18266,2030,172,0,105,6,1,0,3,1,0,3,15,2,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0.4088,1,0.0668
18266,2031,172,0,105,6,1,0,8,1,4,15,77,15,0,0,0,0,2,2,0,0,5,0,0,0,2,0,0,-0.1813,1,0.0293
