26070,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26071,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26072,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26073,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26074,122,104,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,686,0,0,186,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
26075,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26076,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26077,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26078,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26079,344,108,1,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26080,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26081,131,104,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,119,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
26082,146,104,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,495,0,0,186,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
26083,163,105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,554,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26084,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26086,26,-100,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,235,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
26087,151,105,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,834,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26088,124,104,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,694,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26089,116,103,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,796,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26090,157,105,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,848,0,0,186,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
26091,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
